GENE	mhat	thetahat	sample	ahat	bhat	bestmod	phet	pierr	tot	serr	true_status	piescape	aescape	bescape	AD_hap1	ANNO	CHROM	gender	AD_hap2
gene_test_33	0.25	150	sample15	38	112	BB			46	0	test_escape	0.4	60	90	16	gene_test_33	X	female	30
gene_test_33	0.25	150	sample16	38	112	MM	0.9	0.01	46	0	test_escape	0.4	60	90	15	gene_test_33	X	female	31
gene_test_33	0.25	150	sample17	38	112	MM	0.9	0.01	46	0	test_escape	0.5	75	75	24	gene_test_33	X	female	22
gene_test_33	0.25	150	sample18	38	112	MM	0.9	0.01	46	0	test_escape	0.4	60	90	23	gene_test_33	X	female	23
gene_test_33	0.25	150	sample19	38	112	BB			46	0	test_escape	0.5	75	75	23	gene_test_33	X	female	23
gene_test_33	0.25	150	sample20	38	112	BB			46	0	test_escape	0.4	60	90	13	gene_test_33	X	female	33
gene_test_33	0.1	500	sample21	50.8	449.2	BB			46	0	test_escape	0.4	200	300	21	gene_test_33	X	female	25
gene_test_33	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	46	0	test_escape	0.4	200	300	24	gene_test_33	X	female	22
gene_test_33	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	46	0	test_escape	0.4	200	300	16	gene_test_33	X	female	30
gene_test_33	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	46	0	test_escape	0.4	200	300	15	gene_test_33	X	female	31
gene_test_33	0.1	500	sample25	50.8	449.2	BB			46	0	test_escape	0.4	200	300	12	gene_test_33	X	female	34
gene_test_33	0.1	500	sample26	50.8	449.2	BB			46	0	test_escape	0.5	250	250	22	gene_test_33	X	female	24
gene_test_33	0.1	500	sample27	50.8	449.2	BB			46	0	test_escape	0.4	200	300	23	gene_test_33	X	female	23
gene_test_33	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	46	0	test_escape	0.5	250	250	15	gene_test_33	X	female	31
gene_test_33	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	46	0	test_escape	0.5	250	250	17	gene_test_33	X	female	29
gene_test_33	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	46	0	test_escape	0.4	200	300	26	gene_test_33	X	female	20
gene_test_33	0.25	500	sample31	125.5	374.5	BB			46	0	test_escape	0.5	250	250	26	gene_test_33	X	female	20
gene_test_33	0.25	500	sample32	125.5	374.5	BB			46	0	test_escape	0.4	200	300	23	gene_test_33	X	female	23
gene_test_33	0.25	500	sample33	125.5	374.5	BB			46	0	test_escape	0.5	250	250	34	gene_test_33	X	female	12
gene_test_33	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	46	0	test_escape	0.5	250	250	24	gene_test_33	X	female	22
gene_test_33	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	46	0	test_escape	0.5	250	250	16	gene_test_33	X	female	30
gene_test_33	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	46	0	test_escape	0.5	250	250	21	gene_test_33	X	female	25
gene_test_33	0.25	500	sample37	125.5	374.5	BB			46	0	test_escape	0.5	250	250	25	gene_test_33	X	female	21
gene_test_33	0.25	500	sample38	125.5	374.5	BB			46	0	test_escape	0.5	250	250	22	gene_test_33	X	female	24
gene_test_33	0.25	500	sample39	125.5	374.5	BB			46	0	test_escape	0.5	250	250	25	gene_test_33	X	female	21
gene_test_33	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	46	0	test_escape	0.4	200	300	17	gene_test_33	X	female	29
gene_test_34	0.1	150	sample1	15.8	134.2	BB			376	0	test_escape	0.4	60	90	141	gene_test_34	X	female	235
gene_test_34	0.1	150	sample2	15.8	134.2	BB			376	0	test_escape	0.4	60	90	180	gene_test_34	X	female	196
gene_test_34	0.1	150	sample3	15.8	134.2	BB			376	0	test_escape	0.4	60	90	177	gene_test_34	X	female	199
gene_test_34	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	376	0	test_escape	0.4	60	90	137	gene_test_34	X	female	239
gene_test_34	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	376	0	test_escape	0.4	60	90	151	gene_test_34	X	female	225
gene_test_34	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	376	0	test_escape	0.4	60	90	138	gene_test_34	X	female	238
gene_test_34	0.1	150	sample7	15.8	134.2	BB			376	0	test_escape	0.5	75	75	193	gene_test_34	X	female	183
gene_test_34	0.1	150	sample8	15.8	134.2	BB			376	0	test_escape	0.4	60	90	141	gene_test_34	X	female	235
gene_test_34	0.1	150	sample9	15.8	134.2	BB			376	0	test_escape	0.4	60	90	140	gene_test_34	X	female	236
gene_test_34	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	376	0	test_escape	0.5	75	75	175	gene_test_34	X	female	201
gene_test_34	0.25	150	sample11	38	112	MM	0.9	0.01	376	0	test_escape	0.4	60	90	175	gene_test_34	X	female	201
gene_test_34	0.25	150	sample12	38	112	MM	0.9	0.01	376	0	test_escape	0.5	75	75	187	gene_test_34	X	female	189
gene_test_34	0.25	150	sample13	38	112	BB			376	0	test_escape	0.4	60	90	157	gene_test_34	X	female	219
gene_test_34	0.25	150	sample14	38	112	BB			376	0	test_escape	0.4	60	90	162	gene_test_34	X	female	214
gene_test_34	0.25	150	sample15	38	112	BB			376	0	test_escape	0.4	60	90	154	gene_test_34	X	female	222
gene_test_34	0.25	150	sample16	38	112	MM	0.9	0.01	376	0	test_escape	0.4	60	90	167	gene_test_34	X	female	209
gene_test_34	0.25	150	sample17	38	112	MM	0.9	0.01	376	0	test_escape	0.5	75	75	152	gene_test_34	X	female	224
gene_test_34	0.25	150	sample18	38	112	MM	0.9	0.01	376	0	test_escape	0.4	60	90	146	gene_test_34	X	female	230
gene_test_34	0.25	150	sample19	38	112	BB			376	0	test_escape	0.4	60	90	134	gene_test_34	X	female	242
gene_test_34	0.25	150	sample20	38	112	BB			376	0	test_escape	0.4	60	90	194	gene_test_34	X	female	182
gene_test_34	0.1	500	sample21	50.8	449.2	BB			376	0	test_escape	0.4	200	300	151	gene_test_34	X	female	225
gene_test_34	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	376	0	test_escape	0.4	200	300	156	gene_test_34	X	female	220
gene_test_34	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	376	0	test_escape	0.4	200	300	138	gene_test_34	X	female	238
gene_test_34	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	376	0	test_escape	0.5	250	250	186	gene_test_34	X	female	190
gene_test_34	0.1	500	sample25	50.8	449.2	BB			376	0	test_escape	0.5	250	250	186	gene_test_34	X	female	190
gene_test_34	0.1	500	sample26	50.8	449.2	BB			376	0	test_escape	0.4	200	300	164	gene_test_34	X	female	212
gene_test_34	0.1	500	sample27	50.8	449.2	BB			376	0	test_escape	0.4	200	300	133	gene_test_34	X	female	243
gene_test_34	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	376	0	test_escape	0.5	250	250	177	gene_test_34	X	female	199
gene_test_34	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	376	0	test_escape	0.5	250	250	180	gene_test_34	X	female	196
gene_test_34	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	376	0	test_escape	0.5	250	250	173	gene_test_34	X	female	203
gene_test_34	0.25	500	sample31	125.5	374.5	BB			376	0	test_escape	0.4	200	300	156	gene_test_34	X	female	220
gene_test_34	0.25	500	sample32	125.5	374.5	BB			376	0	test_escape	0.5	250	250	193	gene_test_34	X	female	183
gene_test_34	0.25	500	sample33	125.5	374.5	BB			376	0	test_escape	0.5	250	250	193	gene_test_34	X	female	183
gene_test_34	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	376	0	test_escape	0.4	200	300	160	gene_test_34	X	female	216
gene_test_34	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	376	0	test_escape	0.4	200	300	159	gene_test_34	X	female	217
gene_test_34	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	376	0	test_escape	0.4	200	300	154	gene_test_34	X	female	222
gene_test_34	0.25	500	sample37	125.5	374.5	BB			376	0	test_escape	0.5	250	250	187	gene_test_34	X	female	189
gene_test_34	0.25	500	sample38	125.5	374.5	BB			376	0	test_escape	0.4	200	300	146	gene_test_34	X	female	230
gene_test_34	0.25	500	sample39	125.5	374.5	BB			376	0	test_escape	0.4	200	300	139	gene_test_34	X	female	237
gene_test_34	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	376	0	test_escape	0.5	250	250	188	gene_test_34	X	female	188
gene_test_35	0.1	150	sample1	15.8	134.2	BB			151	0	test_subject				23	gene_test_35	X	female	128
gene_test_35	0.1	150	sample2	15.8	134.2	BB			151	0	test_subject				12	gene_test_35	X	female	139
gene_test_35	0.1	150	sample3	15.8	134.2	BB			151	0	test_subject				17	gene_test_35	X	female	134
gene_test_35	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	151	0	test_subject				17	gene_test_35	X	female	134
gene_test_35	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	151	0	test_subject				13	gene_test_35	X	female	138
gene_test_35	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	151	0	test_subject				10	gene_test_35	X	female	141
gene_test_35	0.1	150	sample7	15.8	134.2	BB			151	0	test_subject				10	gene_test_35	X	female	141
gene_test_35	0.1	150	sample8	15.8	134.2	BB			151	0	test_subject				13	gene_test_35	X	female	138
gene_test_35	0.1	150	sample9	15.8	134.2	BB			151	0	test_subject				18	gene_test_35	X	female	133
gene_test_35	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	151	0	test_subject				13	gene_test_35	X	female	138
gene_test_35	0.25	150	sample11	38	112	MM	0.9	0.01	151	0	test_subject				38	gene_test_35	X	female	113
gene_test_35	0.25	150	sample12	38	112	MM	0.9	0.01	151	0	test_subject				49	gene_test_35	X	female	102
gene_test_35	0.25	150	sample13	38	112	BB			151	0	test_subject				46	gene_test_35	X	female	105
gene_test_35	0.25	150	sample14	38	112	BB			151	0	test_subject				38	gene_test_35	X	female	113
gene_test_35	0.25	150	sample15	38	112	BB			151	0	test_subject				40	gene_test_35	X	female	111
gene_test_35	0.25	150	sample16	38	112	MM	0.9	0.01	151	0	test_subject				48	gene_test_35	X	female	103
gene_test_35	0.25	150	sample17	38	112	MM	0.9	0.01	151	0	test_subject				43	gene_test_35	X	female	108
gene_test_35	0.25	150	sample18	38	112	MM	0.9	0.01	151	0	test_subject				23	gene_test_35	X	female	128
gene_test_35	0.25	150	sample19	38	112	BB			151	0	test_subject				50	gene_test_35	X	female	101
gene_test_35	0.25	150	sample20	38	112	BB			151	0	test_subject				42	gene_test_35	X	female	109
gene_test_35	0.1	500	sample21	50.8	449.2	BB			151	0	test_subject				8	gene_test_35	X	female	143
gene_test_35	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	151	0	test_subject				20	gene_test_35	X	female	131
gene_test_35	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	151	0	test_subject				17	gene_test_35	X	female	134
gene_test_35	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	151	0	test_subject				8	gene_test_35	X	female	143
gene_test_35	0.1	500	sample25	50.8	449.2	BB			151	0	test_subject				21	gene_test_35	X	female	130
gene_test_35	0.1	500	sample26	50.8	449.2	BB			151	0	test_subject				16	gene_test_35	X	female	135
gene_test_35	0.1	500	sample27	50.8	449.2	BB			151	0	test_subject				14	gene_test_35	X	female	137
gene_test_35	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	151	0	test_subject				19	gene_test_35	X	female	132
gene_test_35	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	151	0	test_subject				17	gene_test_35	X	female	134
gene_test_35	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	151	0	test_subject				14	gene_test_35	X	female	137
gene_test_35	0.25	500	sample31	125.5	374.5	BB			151	0	test_subject				36	gene_test_35	X	female	115
gene_test_35	0.25	500	sample32	125.5	374.5	BB			151	0	test_subject				41	gene_test_35	X	female	110
gene_test_35	0.25	500	sample33	125.5	374.5	BB			151	0	test_subject				37	gene_test_35	X	female	114
gene_test_35	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	151	0	test_subject				35	gene_test_35	X	female	116
gene_test_35	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	151	0	test_subject				27	gene_test_35	X	female	124
gene_test_35	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	151	0	test_subject				43	gene_test_35	X	female	108
gene_test_35	0.25	500	sample37	125.5	374.5	BB			151	0	test_subject				35	gene_test_35	X	female	116
gene_test_35	0.25	500	sample38	125.5	374.5	BB			151	0	test_subject				30	gene_test_35	X	female	121
gene_test_35	0.25	500	sample39	125.5	374.5	BB			151	0	test_subject				39	gene_test_35	X	female	112
gene_test_35	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	151	0	test_subject				44	gene_test_35	X	female	107
gene_test_37	0.1	150	sample1	15.8	134.2	BB			139	0	test_escape	0.4	60	90	46	gene_test_37	X	female	93
gene_test_37	0.1	150	sample2	15.8	134.2	BB			139	0	test_escape	0.4	60	90	59	gene_test_37	X	female	80
gene_test_37	0.1	150	sample3	15.8	134.2	BB			139	0	test_escape	0.5	75	75	68	gene_test_37	X	female	71
gene_test_37	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	139	0	test_escape	0.5	75	75	78	gene_test_37	X	female	61
gene_test_37	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	139	0	test_escape	0.4	60	90	62	gene_test_37	X	female	77
gene_test_37	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	139	0	test_escape	0.4	60	90	64	gene_test_37	X	female	75
gene_test_37	0.1	150	sample7	15.8	134.2	BB			139	0	test_escape	0.4	60	90	61	gene_test_37	X	female	78
gene_test_37	0.1	150	sample8	15.8	134.2	BB			139	0	test_escape	0.4	60	90	52	gene_test_37	X	female	87
gene_test_37	0.1	150	sample9	15.8	134.2	BB			139	0	test_escape	0.5	75	75	64	gene_test_37	X	female	75
gene_test_37	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	139	0	test_escape	0.4	60	90	51	gene_test_37	X	female	88
gene_test_37	0.25	150	sample11	38	112	MM	0.9	0.01	139	0	test_escape	0.5	75	75	75	gene_test_37	X	female	64
gene_test_37	0.25	150	sample12	38	112	MM	0.9	0.01	139	0	test_escape	0.4	60	90	46	gene_test_37	X	female	93
gene_test_37	0.25	150	sample13	38	112	BB			139	0	test_escape	0.4	60	90	44	gene_test_37	X	female	95
gene_test_37	0.25	150	sample14	38	112	BB			139	0	test_escape	0.5	75	75	74	gene_test_37	X	female	65
gene_test_37	0.25	150	sample15	38	112	BB			139	0	test_escape	0.5	75	75	64	gene_test_37	X	female	75
gene_test_37	0.25	150	sample16	38	112	MM	0.9	0.01	139	0	test_escape	0.5	75	75	80	gene_test_37	X	female	59
gene_test_37	0.25	150	sample17	38	112	MM	0.9	0.01	139	0	test_escape	0.5	75	75	71	gene_test_37	X	female	68
gene_test_37	0.25	150	sample18	38	112	MM	0.9	0.01	139	0	test_escape	0.5	75	75	68	gene_test_37	X	female	71
gene_test_37	0.25	150	sample19	38	112	BB			139	0	test_escape	0.5	75	75	54	gene_test_37	X	female	85
gene_test_37	0.25	150	sample20	38	112	BB			139	0	test_escape	0.4	60	90	57	gene_test_37	X	female	82
gene_test_37	0.1	500	sample21	50.8	449.2	BB			139	0	test_escape	0.4	200	300	46	gene_test_37	X	female	93
gene_test_37	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	139	0	test_escape	0.4	200	300	49	gene_test_37	X	female	90
gene_test_37	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	139	0	test_escape	0.4	200	300	54	gene_test_37	X	female	85
gene_test_37	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	139	0	test_escape	0.4	200	300	55	gene_test_37	X	female	84
gene_test_37	0.1	500	sample25	50.8	449.2	BB			139	0	test_escape	0.4	200	300	56	gene_test_37	X	female	83
gene_test_37	0.1	500	sample26	50.8	449.2	BB			139	0	test_escape	0.4	200	300	46	gene_test_37	X	female	93
gene_test_37	0.1	500	sample27	50.8	449.2	BB			139	0	test_escape	0.5	250	250	64	gene_test_37	X	female	75
gene_test_37	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	139	0	test_escape	0.5	250	250	72	gene_test_37	X	female	67
gene_test_37	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	139	0	test_escape	0.4	200	300	46	gene_test_37	X	female	93
gene_test_37	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	139	0	test_escape	0.4	200	300	44	gene_test_37	X	female	95
gene_test_37	0.25	500	sample31	125.5	374.5	BB			139	0	test_escape	0.5	250	250	66	gene_test_37	X	female	73
gene_test_37	0.25	500	sample32	125.5	374.5	BB			139	0	test_escape	0.4	200	300	58	gene_test_37	X	female	81
gene_test_37	0.25	500	sample33	125.5	374.5	BB			139	0	test_escape	0.4	200	300	39	gene_test_37	X	female	100
gene_test_37	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	139	0	test_escape	0.5	250	250	73	gene_test_37	X	female	66
gene_test_37	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	139	0	test_escape	0.4	200	300	44	gene_test_37	X	female	95
gene_test_37	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	139	0	test_escape	0.5	250	250	66	gene_test_37	X	female	73
gene_test_37	0.25	500	sample37	125.5	374.5	BB			139	0	test_escape	0.5	250	250	65	gene_test_37	X	female	74
gene_test_37	0.25	500	sample38	125.5	374.5	BB			139	0	test_escape	0.4	200	300	56	gene_test_37	X	female	83
gene_test_37	0.25	500	sample39	125.5	374.5	BB			139	0	test_escape	0.5	250	250	71	gene_test_37	X	female	68
gene_test_37	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	139	0	test_escape	0.5	250	250	69	gene_test_37	X	female	70
gene_test_39	0.1	150	sample1	15.8	134.2	BB			208	0	test_escape	0.5	75	75	113	gene_test_39	X	female	95
gene_test_39	0.1	150	sample2	15.8	134.2	BB			208	0	test_escape	0.5	75	75	117	gene_test_39	X	female	91
gene_test_39	0.1	150	sample3	15.8	134.2	BB			208	0	test_escape	0.4	60	90	80	gene_test_39	X	female	128
gene_test_39	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	208	0	test_escape	0.5	75	75	117	gene_test_39	X	female	91
gene_test_39	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	208	0	test_escape	0.5	75	75	105	gene_test_39	X	female	103
gene_test_39	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	208	0	test_escape	0.4	60	90	85	gene_test_39	X	female	123
gene_test_39	0.1	150	sample7	15.8	134.2	BB			208	0	test_escape	0.4	60	90	90	gene_test_39	X	female	118
gene_test_39	0.1	150	sample8	15.8	134.2	BB			208	0	test_escape	0.4	60	90	88	gene_test_39	X	female	120
gene_test_39	0.1	150	sample9	15.8	134.2	BB			208	0	test_escape	0.4	60	90	78	gene_test_39	X	female	130
gene_test_39	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	208	0	test_escape	0.4	60	90	109	gene_test_39	X	female	99
gene_test_39	0.25	150	sample11	38	112	MM	0.9	0.01	208	0	test_escape	0.5	75	75	100	gene_test_39	X	female	108
gene_test_39	0.25	150	sample12	38	112	MM	0.9	0.01	208	0	test_escape	0.5	75	75	107	gene_test_39	X	female	101
gene_test_39	0.25	150	sample13	38	112	BB			208	0	test_escape	0.4	60	90	94	gene_test_39	X	female	114
gene_test_39	0.25	150	sample14	38	112	BB			208	0	test_escape	0.5	75	75	124	gene_test_39	X	female	84
gene_test_39	0.25	150	sample15	38	112	BB			208	0	test_escape	0.4	60	90	80	gene_test_39	X	female	128
gene_test_39	0.25	150	sample16	38	112	MM	0.9	0.01	208	0	test_escape	0.5	75	75	109	gene_test_39	X	female	99
gene_test_39	0.25	150	sample17	38	112	MM	0.9	0.01	208	0	test_escape	0.4	60	90	86	gene_test_39	X	female	122
gene_test_39	0.25	150	sample18	38	112	MM	0.9	0.01	208	0	test_escape	0.5	75	75	107	gene_test_39	X	female	101
gene_test_39	0.25	150	sample19	38	112	BB			208	0	test_escape	0.5	75	75	113	gene_test_39	X	female	95
gene_test_39	0.25	150	sample20	38	112	BB			208	0	test_escape	0.5	75	75	102	gene_test_39	X	female	106
gene_test_39	0.1	500	sample21	50.8	449.2	BB			208	0	test_escape	0.5	250	250	91	gene_test_39	X	female	117
gene_test_39	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	208	0	test_escape	0.4	200	300	84	gene_test_39	X	female	124
gene_test_39	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	208	0	test_escape	0.5	250	250	116	gene_test_39	X	female	92
gene_test_39	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	208	0	test_escape	0.4	200	300	96	gene_test_39	X	female	112
gene_test_39	0.1	500	sample25	50.8	449.2	BB			208	0	test_escape	0.5	250	250	85	gene_test_39	X	female	123
gene_test_39	0.1	500	sample26	50.8	449.2	BB			208	0	test_escape	0.5	250	250	103	gene_test_39	X	female	105
gene_test_39	0.1	500	sample27	50.8	449.2	BB			208	0	test_escape	0.4	200	300	87	gene_test_39	X	female	121
gene_test_39	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	208	0	test_escape	0.4	200	300	92	gene_test_39	X	female	116
gene_test_39	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	208	0	test_escape	0.4	200	300	67	gene_test_39	X	female	141
gene_test_39	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	208	0	test_escape	0.4	200	300	67	gene_test_39	X	female	141
gene_test_39	0.25	500	sample31	125.5	374.5	BB			208	0	test_escape	0.5	250	250	102	gene_test_39	X	female	106
gene_test_39	0.25	500	sample32	125.5	374.5	BB			208	0	test_escape	0.4	200	300	75	gene_test_39	X	female	133
gene_test_39	0.25	500	sample33	125.5	374.5	BB			208	0	test_escape	0.5	250	250	111	gene_test_39	X	female	97
gene_test_39	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	208	0	test_escape	0.4	200	300	92	gene_test_39	X	female	116
gene_test_39	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	208	0	test_escape	0.5	250	250	87	gene_test_39	X	female	121
gene_test_39	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	208	0	test_escape	0.4	200	300	81	gene_test_39	X	female	127
gene_test_39	0.25	500	sample37	125.5	374.5	BB			208	0	test_escape	0.5	250	250	108	gene_test_39	X	female	100
gene_test_39	0.25	500	sample38	125.5	374.5	BB			208	0	test_escape	0.5	250	250	116	gene_test_39	X	female	92
gene_test_39	0.25	500	sample39	125.5	374.5	BB			208	0	test_escape	0.4	200	300	82	gene_test_39	X	female	126
gene_test_39	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	208	0	test_escape	0.4	200	300	80	gene_test_39	X	female	128
gene_test_40	0.1	150	sample1	15.8	134.2	BB			157	0	test_subject				13	gene_test_40	X	female	144
gene_test_40	0.1	150	sample2	15.8	134.2	BB			157	0	test_subject				29	gene_test_40	X	female	128
gene_test_40	0.1	150	sample3	15.8	134.2	BB			157	0	test_subject				27	gene_test_40	X	female	130
gene_test_40	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	157	0	test_subject				27	gene_test_40	X	female	130
gene_test_40	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	157	0	test_subject				15	gene_test_40	X	female	142
gene_test_40	0.1	150	sample6	15.8	134.2	MM	0.9	0.01	157	0	test_subject				9	gene_test_40	X	female	148
gene_test_40	0.1	150	sample7	15.8	134.2	BB			157	0	test_subject				19	gene_test_40	X	female	138
gene_test_40	0.1	150	sample8	15.8	134.2	BB			157	0	test_subject				12	gene_test_40	X	female	145
gene_test_40	0.1	150	sample9	15.8	134.2	BB			157	0	test_subject				14	gene_test_40	X	female	143
gene_test_40	0.1	150	sample10	15.8	134.2	MM	0.9	0.01	157	0	test_subject				11	gene_test_40	X	female	146
gene_test_40	0.25	150	sample11	38	112	MM	0.9	0.01	157	0	test_subject				37	gene_test_40	X	female	120
gene_test_40	0.25	150	sample12	38	112	MM	0.9	0.01	157	0	test_subject				51	gene_test_40	X	female	106
gene_test_40	0.25	150	sample13	38	112	BB			157	0	test_subject				49	gene_test_40	X	female	108
gene_test_40	0.25	150	sample14	38	112	BB			157	0	test_subject				38	gene_test_40	X	female	119
gene_test_40	0.25	150	sample15	38	112	BB			157	0	test_subject				34	gene_test_40	X	female	123
gene_test_40	0.25	150	sample16	38	112	MM	0.9	0.01	157	0	test_subject				40	gene_test_40	X	female	117
gene_test_40	0.25	150	sample17	38	112	MM	0.9	0.01	157	0	test_subject				32	gene_test_40	X	female	125
gene_test_40	0.25	150	sample18	38	112	MM	0.9	0.01	157	0	test_subject				37	gene_test_40	X	female	120
gene_test_40	0.25	150	sample19	38	112	BB			157	0	test_subject				55	gene_test_40	X	female	102
gene_test_40	0.25	150	sample20	38	112	BB			157	0	test_subject				44	gene_test_40	X	female	113
gene_test_40	0.1	500	sample21	50.8	449.2	BB			157	0	test_subject				18	gene_test_40	X	female	139
gene_test_40	0.1	500	sample22	50.8	449.2	MM	0.9	0.01	157	0	test_subject				16	gene_test_40	X	female	141
gene_test_40	0.1	500	sample23	50.8	449.2	MM	0.9	0.01	157	0	test_subject				13	gene_test_40	X	female	144
gene_test_40	0.1	500	sample24	50.8	449.2	MM	0.9	0.01	157	0	test_subject				10	gene_test_40	X	female	147
gene_test_40	0.1	500	sample25	50.8	449.2	BB			157	0	test_subject				15	gene_test_40	X	female	142
gene_test_40	0.1	500	sample26	50.8	449.2	BB			157	0	test_subject				11	gene_test_40	X	female	146
gene_test_40	0.1	500	sample27	50.8	449.2	BB			157	0	test_subject				15	gene_test_40	X	female	142
gene_test_40	0.1	500	sample28	50.8	449.2	MM	0.9	0.01	157	0	test_subject				13	gene_test_40	X	female	144
gene_test_40	0.1	500	sample29	50.8	449.2	MM	0.9	0.01	157	0	test_subject				20	gene_test_40	X	female	137
gene_test_40	0.1	500	sample30	50.8	449.2	MM	0.9	0.01	157	0	test_subject				14	gene_test_40	X	female	143
gene_test_40	0.25	500	sample31	125.5	374.5	BB			157	0	test_subject				42	gene_test_40	X	female	115
gene_test_40	0.25	500	sample32	125.5	374.5	BB			157	0	test_subject				42	gene_test_40	X	female	115
gene_test_40	0.25	500	sample33	125.5	374.5	BB			157	0	test_subject				38	gene_test_40	X	female	119
gene_test_40	0.25	500	sample34	125.5	374.5	MM	0.9	0.01	157	0	test_subject				43	gene_test_40	X	female	114
gene_test_40	0.25	500	sample35	125.5	374.5	MM	0.9	0.01	157	0	test_subject				37	gene_test_40	X	female	120
gene_test_40	0.25	500	sample36	125.5	374.5	MM	0.9	0.01	157	0	test_subject				21	gene_test_40	X	female	136
gene_test_40	0.25	500	sample37	125.5	374.5	BB			157	0	test_subject				46	gene_test_40	X	female	111
gene_test_40	0.25	500	sample38	125.5	374.5	BB			157	0	test_subject				37	gene_test_40	X	female	120
gene_test_40	0.25	500	sample39	125.5	374.5	BB			157	0	test_subject				38	gene_test_40	X	female	119
gene_test_40	0.25	500	sample40	125.5	374.5	MM	0.9	0.01	157	0	test_subject				35	gene_test_40	X	female	122
gene_test_41	0.1	150	sample1	15.8	134.2	BB			155	0	test_escape	0.4	60	90	79	gene_test_41	X	female	76
gene_test_41	0.1	150	sample2	15.8	134.2	BB			155	0	test_escape	0.4	60	90	54	gene_test_41	X	female	101
gene_test_41	0.1	150	sample3	15.8	134.2	BB			155	0	test_escape	0.4	60	90	66	gene_test_41	X	female	89
gene_test_41	0.1	150	sample4	15.8	134.2	MM	0.9	0.01	155	0	test_escape	0.5	75	75	77	gene_test_41	X	female	78
gene_test_41	0.1	150	sample5	15.8	134.2	MM	0.9	0.01	155	0	test_escape	0.4	60	90	61	gene_test_41	X	female	94
