sample	gender	CHROM	GENE	true_status	AD_hap1	AD_hap2	tot
sample27	female	X	gene_test_41	test_escape	48	107	155
sample28	female	X	gene_test_41	test_escape	66	89	155
sample29	female	X	gene_test_41	test_escape	67	88	155
sample30	female	X	gene_test_41	test_escape	64	91	155
sample31	female	X	gene_test_41	test_escape	60	95	155
sample32	female	X	gene_test_41	test_escape	47	108	155
sample33	female	X	gene_test_41	test_escape	73	82	155
sample34	female	X	gene_test_41	test_escape	66	89	155
sample35	female	X	gene_test_41	test_escape	76	79	155
sample36	female	X	gene_test_41	test_escape	75	80	155
sample37	female	X	gene_test_41	test_escape	71	84	155
sample38	female	X	gene_test_41	test_escape	53	102	155
sample39	female	X	gene_test_41	test_escape	71	84	155
sample40	female	X	gene_test_41	test_escape	83	72	155
sample1	female	X	gene_test_43	test_subject	16	183	199
sample2	female	X	gene_test_43	test_subject	19	180	199
sample3	female	X	gene_test_43	test_subject	25	174	199
sample4	female	X	gene_test_43	test_subject	30	169	199
sample5	female	X	gene_test_43	test_subject	19	180	199
sample6	female	X	gene_test_43	test_subject	15	184	199
sample7	female	X	gene_test_43	test_subject	26	173	199
sample8	female	X	gene_test_43	test_subject	19	180	199
sample9	female	X	gene_test_43	test_subject	14	185	199
sample10	female	X	gene_test_43	test_subject	18	181	199
sample11	female	X	gene_test_43	test_subject	51	148	199
sample12	female	X	gene_test_43	test_subject	41	158	199
sample13	female	X	gene_test_43	test_subject	58	141	199
sample14	female	X	gene_test_43	test_subject	62	137	199
sample15	female	X	gene_test_43	test_subject	54	145	199
sample16	female	X	gene_test_43	test_subject	45	154	199
sample17	female	X	gene_test_43	test_subject	56	143	199
sample18	female	X	gene_test_43	test_subject	40	159	199
sample19	female	X	gene_test_43	test_subject	29	170	199
sample20	female	X	gene_test_43	test_subject	41	158	199
sample21	female	X	gene_test_43	test_subject	28	171	199
sample22	female	X	gene_test_43	test_subject	13	186	199
sample23	female	X	gene_test_43	test_subject	19	180	199
sample24	female	X	gene_test_43	test_subject	29	170	199
sample25	female	X	gene_test_43	test_subject	25	174	199
sample26	female	X	gene_test_43	test_subject	18	181	199
sample27	female	X	gene_test_43	test_subject	21	178	199
sample28	female	X	gene_test_43	test_subject	12	187	199
sample29	female	X	gene_test_43	test_subject	26	173	199
sample30	female	X	gene_test_43	test_subject	14	185	199
sample31	female	X	gene_test_43	test_subject	55	144	199
sample32	female	X	gene_test_43	test_subject	46	153	199
sample33	female	X	gene_test_43	test_subject	42	157	199
sample34	female	X	gene_test_43	test_subject	44	155	199
sample35	female	X	gene_test_43	test_subject	39	160	199
sample36	female	X	gene_test_43	test_subject	59	140	199
sample37	female	X	gene_test_43	test_subject	58	141	199
sample38	female	X	gene_test_43	test_subject	56	143	199
sample39	female	X	gene_test_43	test_subject	43	156	199
sample40	female	X	gene_test_43	test_subject	48	151	199
sample1	female	X	gene_test_48	test_escape	9	17	26
sample2	female	X	gene_test_48	test_escape	13	13	26
sample3	female	X	gene_test_48	test_escape	12	14	26
sample4	female	X	gene_test_48	test_escape	9	17	26
sample5	female	X	gene_test_48	test_escape	10	16	26
sample6	female	X	gene_test_48	test_escape	16	10	26
sample7	female	X	gene_test_48	test_escape	11	15	26
sample8	female	X	gene_test_48	test_escape	7	19	26
sample9	female	X	gene_test_48	test_escape	14	12	26
sample10	female	X	gene_test_48	test_escape	11	15	26
sample11	female	X	gene_test_48	test_escape	18	8	26
sample12	female	X	gene_test_48	test_escape	16	10	26
sample13	female	X	gene_test_48	test_escape	12	14	26
sample14	female	X	gene_test_48	test_escape	9	17	26
sample15	female	X	gene_test_48	test_escape	14	12	26
sample16	female	X	gene_test_48	test_escape	14	12	26
sample17	female	X	gene_test_48	test_escape	12	14	26
sample18	female	X	gene_test_48	test_escape	10	16	26
sample19	female	X	gene_test_48	test_escape	15	11	26
sample20	female	X	gene_test_48	test_escape	10	16	26
sample21	female	X	gene_test_48	test_escape	16	10	26
sample22	female	X	gene_test_48	test_escape	11	15	26
sample23	female	X	gene_test_48	test_escape	11	15	26
sample24	female	X	gene_test_48	test_escape	16	10	26
sample25	female	X	gene_test_48	test_escape	14	12	26
sample26	female	X	gene_test_48	test_escape	9	17	26
sample27	female	X	gene_test_48	test_escape	11	15	26
sample28	female	X	gene_test_48	test_escape	5	21	26
sample29	female	X	gene_test_48	test_escape	13	13	26
sample30	female	X	gene_test_48	test_escape	13	13	26
sample31	female	X	gene_test_48	test_escape	10	16	26
sample32	female	X	gene_test_48	test_escape	12	14	26
sample33	female	X	gene_test_48	test_escape	12	14	26
sample34	female	X	gene_test_48	test_escape	11	15	26
sample35	female	X	gene_test_48	test_escape	11	15	26
sample36	female	X	gene_test_48	test_escape	12	14	26
sample37	female	X	gene_test_48	test_escape	8	18	26
sample38	female	X	gene_test_48	test_escape	7	19	26
sample39	female	X	gene_test_48	test_escape	11	15	26
sample40	female	X	gene_test_48	test_escape	15	11	26
sample1	female	X	gene_test_49	test_subject	18	164	182
sample2	female	X	gene_test_49	test_subject	15	167	182
sample3	female	X	gene_test_49	test_subject	22	160	182
sample4	female	X	gene_test_49	test_subject	12	170	182
sample5	female	X	gene_test_49	test_subject	18	164	182
sample6	female	X	gene_test_49	test_subject	31	151	182
sample7	female	X	gene_test_49	test_subject	22	160	182
sample8	female	X	gene_test_49	test_subject	10	172	182
sample9	female	X	gene_test_49	test_subject	25	157	182
sample10	female	X	gene_test_49	test_subject	19	163	182
sample11	female	X	gene_test_49	test_subject	52	130	182
sample12	female	X	gene_test_49	test_subject	50	132	182
sample13	female	X	gene_test_49	test_subject	56	126	182
sample14	female	X	gene_test_49	test_subject	49	133	182
sample15	female	X	gene_test_49	test_subject	45	137	182
sample16	female	X	gene_test_49	test_subject	34	148	182
sample17	female	X	gene_test_49	test_subject	51	131	182
sample18	female	X	gene_test_49	test_subject	40	142	182
sample19	female	X	gene_test_49	test_subject	49	133	182
sample20	female	X	gene_test_49	test_subject	51	131	182
sample21	female	X	gene_test_49	test_subject	15	167	182
sample22	female	X	gene_test_49	test_subject	30	152	182
sample23	female	X	gene_test_49	test_subject	16	166	182
sample24	female	X	gene_test_49	test_subject	15	167	182
sample25	female	X	gene_test_49	test_subject	30	152	182
sample26	female	X	gene_test_49	test_subject	17	165	182
sample27	female	X	gene_test_49	test_subject	11	171	182
sample28	female	X	gene_test_49	test_subject	14	168	182
sample29	female	X	gene_test_49	test_subject	21	161	182
sample30	female	X	gene_test_49	test_subject	12	170	182
sample31	female	X	gene_test_49	test_subject	47	135	182
sample32	female	X	gene_test_49	test_subject	37	145	182
sample33	female	X	gene_test_49	test_subject	51	131	182
sample34	female	X	gene_test_49	test_subject	43	139	182
sample35	female	X	gene_test_49	test_subject	43	139	182
sample36	female	X	gene_test_49	test_subject	48	134	182
sample37	female	X	gene_test_49	test_subject	48	134	182
sample38	female	X	gene_test_49	test_subject	37	145	182
sample39	female	X	gene_test_49	test_subject	41	141	182
sample40	female	X	gene_test_49	test_subject	56	126	182
sample1	female	X	gene_test_5	test_escape	62	67	129
sample2	female	X	gene_test_5	test_escape	45	84	129
sample3	female	X	gene_test_5	test_escape	58	71	129
sample4	female	X	gene_test_5	test_escape	57	72	129
sample5	female	X	gene_test_5	test_escape	57	72	129
sample6	female	X	gene_test_5	test_escape	59	70	129
sample7	female	X	gene_test_5	test_escape	37	92	129
sample8	female	X	gene_test_5	test_escape	61	68	129
sample9	female	X	gene_test_5	test_escape	77	52	129
sample10	female	X	gene_test_5	test_escape	48	81	129
sample11	female	X	gene_test_5	test_escape	43	86	129
sample12	female	X	gene_test_5	test_escape	70	59	129
sample13	female	X	gene_test_5	test_escape	54	75	129
sample14	female	X	gene_test_5	test_escape	49	80	129
sample15	female	X	gene_test_5	test_escape	30	99	129
sample16	female	X	gene_test_5	test_escape	55	74	129
sample17	female	X	gene_test_5	test_escape	73	56	129
sample18	female	X	gene_test_5	test_escape	53	76	129
sample19	female	X	gene_test_5	test_escape	51	78	129
sample20	female	X	gene_test_5	test_escape	57	72	129
sample21	female	X	gene_test_5	test_escape	78	51	129
sample22	female	X	gene_test_5	test_escape	52	77	129
sample23	female	X	gene_test_5	test_escape	67	62	129
sample24	female	X	gene_test_5	test_escape	44	85	129
sample25	female	X	gene_test_5	test_escape	57	72	129
sample26	female	X	gene_test_5	test_escape	67	62	129
sample27	female	X	gene_test_5	test_escape	60	69	129
sample28	female	X	gene_test_5	test_escape	55	74	129
sample29	female	X	gene_test_5	test_escape	51	78	129
sample30	female	X	gene_test_5	test_escape	57	72	129
sample31	female	X	gene_test_5	test_escape	65	64	129
sample32	female	X	gene_test_5	test_escape	63	66	129
sample33	female	X	gene_test_5	test_escape	53	76	129
sample34	female	X	gene_test_5	test_escape	66	63	129
sample35	female	X	gene_test_5	test_escape	73	56	129
sample36	female	X	gene_test_5	test_escape	77	52	129
sample37	female	X	gene_test_5	test_escape	41	88	129
sample38	female	X	gene_test_5	test_escape	54	75	129
sample39	female	X	gene_test_5	test_escape	58	71	129
sample40	female	X	gene_test_5	test_escape	75	54	129
sample1	female	X	gene_test_50	test_escape	32	52	84
sample2	female	X	gene_test_50	test_escape	37	47	84
sample3	female	X	gene_test_50	test_escape	53	31	84
sample4	female	X	gene_test_50	test_escape	47	37	84
sample5	female	X	gene_test_50	test_escape	42	42	84
sample6	female	X	gene_test_50	test_escape	34	50	84
sample7	female	X	gene_test_50	test_escape	36	48	84
sample8	female	X	gene_test_50	test_escape	40	44	84
sample9	female	X	gene_test_50	test_escape	37	47	84
sample10	female	X	gene_test_50	test_escape	37	47	84
sample11	female	X	gene_test_50	test_escape	36	48	84
sample12	female	X	gene_test_50	test_escape	44	40	84
sample13	female	X	gene_test_50	test_escape	48	36	84
sample14	female	X	gene_test_50	test_escape	46	38	84
sample15	female	X	gene_test_50	test_escape	31	53	84
sample16	female	X	gene_test_50	test_escape	39	45	84
sample17	female	X	gene_test_50	test_escape	48	36	84
sample18	female	X	gene_test_50	test_escape	39	45	84
sample19	female	X	gene_test_50	test_escape	37	47	84
sample20	female	X	gene_test_50	test_escape	41	43	84
sample21	female	X	gene_test_50	test_escape	52	32	84
sample22	female	X	gene_test_50	test_escape	47	37	84
sample23	female	X	gene_test_50	test_escape	36	48	84
sample24	female	X	gene_test_50	test_escape	38	46	84
sample25	female	X	gene_test_50	test_escape	46	38	84
sample26	female	X	gene_test_50	test_escape	40	44	84
sample27	female	X	gene_test_50	test_escape	46	38	84
sample28	female	X	gene_test_50	test_escape	44	40	84
sample29	female	X	gene_test_50	test_escape	40	44	84
sample30	female	X	gene_test_50	test_escape	31	53	84
sample31	female	X	gene_test_50	test_escape	29	55	84
sample32	female	X	gene_test_50	test_escape	39	45	84
sample33	female	X	gene_test_50	test_escape	27	57	84
sample34	female	X	gene_test_50	test_escape	29	55	84
sample35	female	X	gene_test_50	test_escape	34	50	84
sample36	female	X	gene_test_50	test_escape	37	47	84
sample37	female	X	gene_test_50	test_escape	31	53	84
sample38	female	X	gene_test_50	test_escape	34	50	84
sample39	female	X	gene_test_50	test_escape	43	41	84
sample40	female	X	gene_test_50	test_escape	37	47	84
sample1	female	X	gene_test_51	test_subject	18	76	94
sample2	female	X	gene_test_51	test_subject	15	79	94
sample3	female	X	gene_test_51	test_subject	11	83	94
sample4	female	X	gene_test_51	test_subject	5	89	94
sample5	female	X	gene_test_51	test_subject	16	78	94
sample6	female	X	gene_test_51	test_subject	2	92	94
sample7	female	X	gene_test_51	test_subject	8	86	94
sample8	female	X	gene_test_51	test_subject	8	86	94
sample9	female	X	gene_test_51	test_subject	8	86	94
sample10	female	X	gene_test_51	test_subject	5	89	94
sample11	female	X	gene_test_51	test_subject	27	67	94
sample12	female	X	gene_test_51	test_subject	22	72	94
sample13	female	X	gene_test_51	test_subject	23	71	94
sample14	female	X	gene_test_51	test_subject	27	67	94
sample15	female	X	gene_test_51	test_subject	17	77	94
sample16	female	X	gene_test_51	test_subject	28	66	94
sample17	female	X	gene_test_51	test_subject	29	65	94
sample18	female	X	gene_test_51	test_subject	19	75	94
sample19	female	X	gene_test_51	test_subject	27	67	94
sample20	female	X	gene_test_51	test_subject	27	67	94
sample21	female	X	gene_test_51	test_subject	12	82	94
sample22	female	X	gene_test_51	test_subject	12	82	94
sample23	female	X	gene_test_51	test_subject	12	82	94
sample24	female	X	gene_test_51	test_subject	9	85	94
sample25	female	X	gene_test_51	test_subject	5	89	94
sample26	female	X	gene_test_51	test_subject	9	85	94
sample27	female	X	gene_test_51	test_subject	16	78	94
sample28	female	X	gene_test_51	test_subject	7	87	94
sample29	female	X	gene_test_51	test_subject	8	86	94
sample30	female	X	gene_test_51	test_subject	10	84	94
sample31	female	X	gene_test_51	test_subject	29	65	94
sample32	female	X	gene_test_51	test_subject	22	72	94
sample33	female	X	gene_test_51	test_subject	25	69	94
sample34	female	X	gene_test_51	test_subject	28	66	94
sample35	female	X	gene_test_51	test_subject	18	76	94
sample36	female	X	gene_test_51	test_subject	19	75	94
sample37	female	X	gene_test_51	test_subject	24	70	94
sample38	female	X	gene_test_51	test_subject	35	59	94
sample39	female	X	gene_test_51	test_subject	24	70	94
sample40	female	X	gene_test_51	test_subject	21	73	94
sample1	female	X	gene_test_52	test_subject	9	73	82
sample2	female	X	gene_test_52	test_subject	7	75	82
sample3	female	X	gene_test_52	test_subject	7	75	82
sample4	female	X	gene_test_52	test_subject	12	70	82
sample5	female	X	gene_test_52	test_subject	7	75	82
sample6	female	X	gene_test_52	test_subject	14	68	82
sample7	female	X	gene_test_52	test_subject	13	69	82
sample8	female	X	gene_test_52	test_subject	6	76	82
sample9	female	X	gene_test_52	test_subject	3	79	82
sample10	female	X	gene_test_52	test_subject	2	80	82
sample11	female	X	gene_test_52	test_subject	21	61	82
sample12	female	X	gene_test_52	test_subject	29	53	82
sample13	female	X	gene_test_52	test_subject	15	67	82
sample14	female	X	gene_test_52	test_subject	22	60	82
sample15	female	X	gene_test_52	test_subject	25	57	82
sample16	female	X	gene_test_52	test_subject	17	65	82
sample17	female	X	gene_test_52	test_subject	26	56	82
sample18	female	X	gene_test_52	test_subject	25	57	82
sample19	female	X	gene_test_52	test_subject	21	61	82
sample20	female	X	gene_test_52	test_subject	17	65	82
sample21	female	X	gene_test_52	test_subject	10	72	82
sample22	female	X	gene_test_52	test_subject	6	76	82
sample23	female	X	gene_test_52	test_subject	4	78	82
sample24	female	X	gene_test_52	test_subject	10	72	82
sample25	female	X	gene_test_52	test_subject	8	74	82
sample26	female	X	gene_test_52	test_subject	14	68	82
sample27	female	X	gene_test_52	test_subject	9	73	82
sample28	female	X	gene_test_52	test_subject	4	78	82
sample29	female	X	gene_test_52	test_subject	10	72	82
sample30	female	X	gene_test_52	test_subject	4	78	82
sample31	female	X	gene_test_52	test_subject	17	65	82
sample32	female	X	gene_test_52	test_subject	27	55	82
sample33	female	X	gene_test_52	test_subject	19	63	82
sample34	female	X	gene_test_52	test_subject	22	60	82
sample35	female	X	gene_test_52	test_subject	27	55	82
sample36	female	X	gene_test_52	test_subject	26	56	82
sample37	female	X	gene_test_52	test_subject	13	69	82
sample38	female	X	gene_test_52	test_subject	18	64	82
sample39	female	X	gene_test_52	test_subject	22	60	82
sample40	female	X	gene_test_52	test_subject	22	60	82
sample1	female	X	gene_test_53	test_subject	3	33	36
sample2	female	X	gene_test_53	test_subject	2	34	36
sample3	female	X	gene_test_53	test_subject	3	33	36
sample4	female	X	gene_test_53	test_subject	5	31	36
sample5	female	X	gene_test_53	test_subject	3	33	36
sample6	female	X	gene_test_53	test_subject	3	33	36
sample7	female	X	gene_test_53	test_subject	1	35	36
sample8	female	X	gene_test_53	test_subject	7	29	36
sample9	female	X	gene_test_53	test_subject	8	28	36
sample10	female	X	gene_test_53	test_subject	1	35	36
sample11	female	X	gene_test_53	test_subject	7	29	36
sample12	female	X	gene_test_53	test_subject	11	25	36
sample13	female	X	gene_test_53	test_subject	5	31	36
sample14	female	X	gene_test_53	test_subject	15	21	36
sample15	female	X	gene_test_53	test_subject	12	24	36
sample16	female	X	gene_test_53	test_subject	10	26	36
sample17	female	X	gene_test_53	test_subject	8	28	36
sample18	female	X	gene_test_53	test_subject	11	25	36
sample19	female	X	gene_test_53	test_subject	12	24	36
sample20	female	X	gene_test_53	test_subject	7	29	36
sample21	female	X	gene_test_53	test_subject	4	32	36
sample22	female	X	gene_test_53	test_subject	6	30	36
sample23	female	X	gene_test_53	test_subject	4	32	36
sample24	female	X	gene_test_53	test_subject	5	31	36
sample25	female	X	gene_test_53	test_subject	5	31	36
sample26	female	X	gene_test_53	test_subject	3	33	36
sample27	female	X	gene_test_53	test_subject	3	33	36
sample28	female	X	gene_test_53	test_subject	5	31	36
sample29	female	X	gene_test_53	test_subject	2	34	36
sample30	female	X	gene_test_53	test_subject	4	32	36
sample31	female	X	gene_test_53	test_subject	8	28	36
sample32	female	X	gene_test_53	test_subject	12	24	36
sample33	female	X	gene_test_53	test_subject	8	28	36
sample34	female	X	gene_test_53	test_subject	15	21	36
sample35	female	X	gene_test_53	test_subject	13	23	36
sample36	female	X	gene_test_53	test_subject	4	32	36
sample37	female	X	gene_test_53	test_subject	7	29	36
sample38	female	X	gene_test_53	test_subject	10	26	36
sample39	female	X	gene_test_53	test_subject	7	29	36
sample40	female	X	gene_test_53	test_subject	9	27	36
sample1	female	X	gene_test_54	test_subject	34	244	278
sample2	female	X	gene_test_54	test_subject	53	225	278
sample3	female	X	gene_test_54	test_subject	25	253	278
sample4	female	X	gene_test_54	test_subject	24	254	278
sample5	female	X	gene_test_54	test_subject	22	256	278
sample6	female	X	gene_test_54	test_subject	25	253	278
sample7	female	X	gene_test_54	test_subject	42	236	278
sample8	female	X	gene_test_54	test_subject	23	255	278
sample9	female	X	gene_test_54	test_subject	13	265	278
sample10	female	X	gene_test_54	test_subject	28	250	278
sample11	female	X	gene_test_54	test_subject	85	193	278
sample12	female	X	gene_test_54	test_subject	60	218	278
sample13	female	X	gene_test_54	test_subject	71	207	278
sample14	female	X	gene_test_54	test_subject	69	209	278
sample15	female	X	gene_test_54	test_subject	61	217	278
sample16	female	X	gene_test_54	test_subject	55	223	278
sample17	female	X	gene_test_54	test_subject	88	190	278
sample18	female	X	gene_test_54	test_subject	65	213	278
sample19	female	X	gene_test_54	test_subject	82	196	278
sample20	female	X	gene_test_54	test_subject	70	208	278
sample21	female	X	gene_test_54	test_subject	23	255	278
sample22	female	X	gene_test_54	test_subject	34	244	278
sample23	female	X	gene_test_54	test_subject	31	247	278
sample24	female	X	gene_test_54	test_subject	22	256	278
sample25	female	X	gene_test_54	test_subject	24	254	278
sample26	female	X	gene_test_54	test_subject	25	253	278
sample27	female	X	gene_test_54	test_subject	20	258	278
sample28	female	X	gene_test_54	test_subject	42	236	278
sample29	female	X	gene_test_54	test_subject	40	238	278
sample30	female	X	gene_test_54	test_subject	24	254	278
sample31	female	X	gene_test_54	test_subject	74	204	278
sample32	female	X	gene_test_54	test_subject	69	209	278
sample33	female	X	gene_test_54	test_subject	92	186	278
sample34	female	X	gene_test_54	test_subject	74	204	278
sample35	female	X	gene_test_54	test_subject	66	212	278
sample36	female	X	gene_test_54	test_subject	67	211	278
sample37	female	X	gene_test_54	test_subject	62	216	278
sample38	female	X	gene_test_54	test_subject	67	211	278
sample39	female	X	gene_test_54	test_subject	70	208	278
sample40	female	X	gene_test_54	test_subject	65	213	278
sample1	female	X	gene_test_57	test_subject	11	90	101
sample2	female	X	gene_test_57	test_subject	10	91	101
sample3	female	X	gene_test_57	test_subject	12	89	101
sample4	female	X	gene_test_57	test_subject	7	94	101
sample5	female	X	gene_test_57	test_subject	14	87	101
sample6	female	X	gene_test_57	test_subject	12	89	101
sample7	female	X	gene_test_57	test_subject	8	93	101
sample8	female	X	gene_test_57	test_subject	11	90	101
sample9	female	X	gene_test_57	test_subject	13	88	101
sample10	female	X	gene_test_57	test_subject	4	97	101
sample11	female	X	gene_test_57	test_subject	24	77	101
sample12	female	X	gene_test_57	test_subject	27	74	101
sample13	female	X	gene_test_57	test_subject	28	73	101
sample14	female	X	gene_test_57	test_subject	29	72	101
sample15	female	X	gene_test_57	test_subject	28	73	101
sample16	female	X	gene_test_57	test_subject	26	75	101
sample17	female	X	gene_test_57	test_subject	16	85	101
sample18	female	X	gene_test_57	test_subject	25	76	101
sample19	female	X	gene_test_57	test_subject	28	73	101
sample20	female	X	gene_test_57	test_subject	19	82	101
sample21	female	X	gene_test_57	test_subject	13	88	101
sample22	female	X	gene_test_57	test_subject	9	92	101
sample23	female	X	gene_test_57	test_subject	6	95	101
sample24	female	X	gene_test_57	test_subject	7	94	101
sample25	female	X	gene_test_57	test_subject	12	89	101
sample26	female	X	gene_test_57	test_subject	16	85	101
sample27	female	X	gene_test_57	test_subject	10	91	101
sample28	female	X	gene_test_57	test_subject	12	89	101
sample29	female	X	gene_test_57	test_subject	11	90	101
sample30	female	X	gene_test_57	test_subject	5	96	101
sample31	female	X	gene_test_57	test_subject	27	74	101
sample32	female	X	gene_test_57	test_subject	30	71	101
sample33	female	X	gene_test_57	test_subject	28	73	101
sample34	female	X	gene_test_57	test_subject	25	76	101
sample35	female	X	gene_test_57	test_subject	29	72	101
sample36	female	X	gene_test_57	test_subject	26	75	101
sample37	female	X	gene_test_57	test_subject	26	75	101
sample38	female	X	gene_test_57	test_subject	23	78	101
sample39	female	X	gene_test_57	test_subject	21	80	101
sample40	female	X	gene_test_57	test_subject	22	79	101
sample1	female	X	gene_test_58	test_subject	5	55	60
sample2	female	X	gene_test_58	test_subject	3	57	60
sample3	female	X	gene_test_58	test_subject	2	58	60
sample4	female	X	gene_test_58	test_subject	12	48	60
sample5	female	X	gene_test_58	test_subject	5	55	60
sample6	female	X	gene_test_58	test_subject	9	51	60
sample7	female	X	gene_test_58	test_subject	5	55	60
sample8	female	X	gene_test_58	test_subject	8	52	60
sample9	female	X	gene_test_58	test_subject	11	49	60
sample10	female	X	gene_test_58	test_subject	5	55	60
sample11	female	X	gene_test_58	test_subject	14	46	60
sample12	female	X	gene_test_58	test_subject	27	33	60
sample13	female	X	gene_test_58	test_subject	9	51	60
sample14	female	X	gene_test_58	test_subject	11	49	60
sample15	female	X	gene_test_58	test_subject	19	41	60
sample16	female	X	gene_test_58	test_subject	19	41	60
sample17	female	X	gene_test_58	test_subject	13	47	60
sample18	female	X	gene_test_58	test_subject	10	50	60
sample19	female	X	gene_test_58	test_subject	17	43	60
sample20	female	X	gene_test_58	test_subject	19	41	60
sample21	female	X	gene_test_58	test_subject	3	57	60
sample22	female	X	gene_test_58	test_subject	12	48	60
sample23	female	X	gene_test_58	test_subject	5	55	60
sample24	female	X	gene_test_58	test_subject	5	55	60
sample25	female	X	gene_test_58	test_subject	7	53	60
sample26	female	X	gene_test_58	test_subject	5	55	60
sample27	female	X	gene_test_58	test_subject	7	53	60
sample28	female	X	gene_test_58	test_subject	4	56	60
sample29	female	X	gene_test_58	test_subject	9	51	60
sample30	female	X	gene_test_58	test_subject	7	53	60
sample31	female	X	gene_test_58	test_subject	14	46	60
sample32	female	X	gene_test_58	test_subject	12	48	60
sample33	female	X	gene_test_58	test_subject	11	49	60
sample34	female	X	gene_test_58	test_subject	14	46	60
sample35	female	X	gene_test_58	test_subject	12	48	60
sample36	female	X	gene_test_58	test_subject	8	52	60
sample37	female	X	gene_test_58	test_subject	13	47	60
sample38	female	X	gene_test_58	test_subject	13	47	60
sample39	female	X	gene_test_58	test_subject	19	41	60
sample40	female	X	gene_test_58	test_subject	14	46	60
sample1	female	X	gene_test_59	test_escape	43	63	106
sample2	female	X	gene_test_59	test_escape	49	57	106
sample3	female	X	gene_test_59	test_escape	46	60	106
sample4	female	X	gene_test_59	test_escape	60	46	106
sample5	female	X	gene_test_59	test_escape	51	55	106
sample6	female	X	gene_test_59	test_escape	51	55	106
sample7	female	X	gene_test_59	test_escape	59	47	106
sample8	female	X	gene_test_59	test_escape	37	69	106
sample9	female	X	gene_test_59	test_escape	39	67	106
sample10	female	X	gene_test_59	test_escape	53	53	106
sample11	female	X	gene_test_59	test_escape	48	58	106
sample12	female	X	gene_test_59	test_escape	57	49	106
sample13	female	X	gene_test_59	test_escape	58	48	106
sample14	female	X	gene_test_59	test_escape	37	69	106
sample15	female	X	gene_test_59	test_escape	64	42	106
sample16	female	X	gene_test_59	test_escape	54	52	106
sample17	female	X	gene_test_59	test_escape	42	64	106
sample18	female	X	gene_test_59	test_escape	47	59	106
sample19	female	X	gene_test_59	test_escape	40	66	106
sample20	female	X	gene_test_59	test_escape	39	67	106
sample21	female	X	gene_test_59	test_escape	46	60	106
sample22	female	X	gene_test_59	test_escape	56	50	106
sample23	female	X	gene_test_59	test_escape	30	76	106
sample24	female	X	gene_test_59	test_escape	53	53	106
sample25	female	X	gene_test_59	test_escape	45	61	106
sample26	female	X	gene_test_59	test_escape	59	47	106
sample27	female	X	gene_test_59	test_escape	54	52	106
sample28	female	X	gene_test_59	test_escape	46	60	106
sample29	female	X	gene_test_59	test_escape	54	52	106
sample30	female	X	gene_test_59	test_escape	27	79	106
sample31	female	X	gene_test_59	test_escape	57	49	106
sample32	female	X	gene_test_59	test_escape	49	57	106
sample33	female	X	gene_test_59	test_escape	46	60	106
sample34	female	X	gene_test_59	test_escape	51	55	106
sample35	female	X	gene_test_59	test_escape	46	60	106
sample36	female	X	gene_test_59	test_escape	43	63	106
sample37	female	X	gene_test_59	test_escape	48	58	106
sample38	female	X	gene_test_59	test_escape	42	64	106
sample39	female	X	gene_test_59	test_escape	46	60	106
sample40	female	X	gene_test_59	test_escape	55	51	106
sample1	female	X	gene_test_6	test_subject	15	89	104
sample2	female	X	gene_test_6	test_subject	11	93	104
sample3	female	X	gene_test_6	test_subject	11	93	104
sample4	female	X	gene_test_6	test_subject	15	89	104
sample5	female	X	gene_test_6	test_subject	7	97	104
sample6	female	X	gene_test_6	test_subject	8	96	104
sample7	female	X	gene_test_6	test_subject	8	96	104
sample8	female	X	gene_test_6	test_subject	11	93	104
sample9	female	X	gene_test_6	test_subject	12	92	104
sample10	female	X	gene_test_6	test_subject	8	96	104
sample11	female	X	gene_test_6	test_subject	26	78	104
sample12	female	X	gene_test_6	test_subject	24	80	104
sample13	female	X	gene_test_6	test_subject	22	82	104
sample14	female	X	gene_test_6	test_subject	30	74	104
sample15	female	X	gene_test_6	test_subject	26	78	104
sample16	female	X	gene_test_6	test_subject	28	76	104
sample17	female	X	gene_test_6	test_subject	31	73	104
sample18	female	X	gene_test_6	test_subject	25	79	104
sample19	female	X	gene_test_6	test_subject	17	87	104
sample20	female	X	gene_test_6	test_subject	24	80	104
sample21	female	X	gene_test_6	test_subject	7	97	104
sample22	female	X	gene_test_6	test_subject	6	98	104
sample23	female	X	gene_test_6	test_subject	12	92	104
sample24	female	X	gene_test_6	test_subject	8	96	104
sample25	female	X	gene_test_6	test_subject	12	92	104
sample26	female	X	gene_test_6	test_subject	14	90	104
sample27	female	X	gene_test_6	test_subject	8	96	104
sample28	female	X	gene_test_6	test_subject	10	94	104
sample29	female	X	gene_test_6	test_subject	15	89	104
sample30	female	X	gene_test_6	test_subject	10	94	104
sample31	female	X	gene_test_6	test_subject	27	77	104
sample32	female	X	gene_test_6	test_subject	24	80	104
sample33	female	X	gene_test_6	test_subject	22	82	104
sample34	female	X	gene_test_6	test_subject	29	75	104
sample35	female	X	gene_test_6	test_subject	25	79	104
sample36	female	X	gene_test_6	test_subject	33	71	104
sample37	female	X	gene_test_6	test_subject	21	83	104
sample38	female	X	gene_test_6	test_subject	25	79	104
sample39	female	X	gene_test_6	test_subject	19	85	104
sample40	female	X	gene_test_6	test_subject	24	80	104
sample1	female	X	gene_test_60	test_escape	36	42	78
sample2	female	X	gene_test_60	test_escape	36	42	78
sample3	female	X	gene_test_60	test_escape	49	29	78
